Date,from_username,Subject,content
2001-11-16 12:44:30-08:00,ginger.dernehl,government affairs organization announcement,"
with the announcement of enron's acquisition by dynegy behind us, and with =
the initial severance process completed, it seemed an appropriate time to e=
ffect some organizational changes so that we as a group are better prepared=
 to meet the challenges of the future.  before i turn to the organizational=
 changes, i would like to say a few words about those who will be leaving t=
he company as a result of the initial severance (you'll know who they are b=
y their absence on the organizational chart): leading and being a part of t=
his group has been a privilege?i am thankful for every day that i have had =
that responsibility and thankful for however long i continue to have the re=
sponsibility.  this sense of privilege and thankfulness is primarily driven=
 by having had the opportunity to get to know and care about such a dedicat=
ed group of professionals and support staff and who, to a person, are also =
very decent and good people.  to say good-bye to some of our colleagues is =
not easy.  i want to, on behalf of all of us, thank them for their hard wor=
k, their integrity, their decency, and the good times and laughter that we =
shared.  i trust that many of us will find ways to sustain friendships that=
 have been and will continue to be very special.  thanks to each of you who=
 are leaving for all you have done.

as to the organizational structure, it has become increasingly apparent to =
me that the existing organization, with a mix of groups organized along fun=
ctional and regional lines (particularly within the u.s.), has impeded our =
ability to get things done in the most efficient fashion at times.  the nee=
d to rationalize the organizational structure, in order to consolidate all =
u.s. energy functions, is a strong need from my perspective.  as a result, =
jim steffes will lead the u.s. energy group along with sue nord, who will j=
ointly report to jim and myself.  sue will assist jim in the leadership of =
the group and take on project management responsibilities as warranted to h=
elp jim shoulder a significant burden.  also reporting to jim will be a lea=
dership group for u.s. energy that will be as follows:  wholesale electrici=
ty will be led by christi nicolay; retail electricity and natural gas will =
be led by harry kingerski; wholesale gas will be led by leslie lawner.   la=
st, but not least, jeff dasovich and sue mara, who will continue to focus o=
n california energy issues, will report to jim. (sue mara will also be part=
 of the wholesale electricity team).

steve montovano, who will continue to report to me, will lead a commercial =
development effort along with dan allegretti.

with the elimination of the regional groups, i also recognize that there is=
 a need to continue to focus on how we as a group address our political/leg=
islative needs across the u.s.  paul kaufman will lead a small group that w=
ill address that need and that will focus on state political support.  paul=
 will also take the lead for government affairs in support of corporate dev=
elopment efforts across the u.s.

much of the rest of the group remains the same.  linda robertson will conti=
nue to lead the washington group with sarah novosel, who reports to linda, =
taking the lead role in our coordination of activities at ferc.  amr ibrahi=
m will continue to lead the support of the global assets group and also con=
tinue to manage the risk analytics function.  maggy huson will take over su=
pport of the non-energy business units, which are as follows: global market=
s, industrial markets, networks, and broadband.  rob hemstock will continue=
 to lead the support of enron canada.  paul dawson, who heads up government=
 affairs for europe; sergio assad, who heads up government affairs for sout=
h america; and mike grimes and mark crowther, who head up our asian efforts=
, will continue to jointly report to the business units and myself.

i am also forming a north american leadership group for government affairs =
to provide policy guidance for the larger group and the company.  that comm=
ittee will consist of rob hemstock, maggy huson, amr ibrahim, paul kaufman,=
 harry kingerski, leslie lawner, steve montovano, christi nicolay, sue nord=
, sarah novosel, linda robertson, jim steffes and myself.  we will also con=
tinue to have an rcr committee that will consist of maggy huson, harry king=
erski, sue nord, linda robertson, jim steffes & myself.  finally, i am form=
ing a dynegy/enron regulatory approvals working group that will consist of =
jose bestard, paul dawson, paul kaufman, sue nord, sarah novosel and myself=
.

no organizational structure or set of organizational changes is either perf=
ect or permanent.  i believe these changes will make us better and more pre=
pared for the future.  however, we must be prepared to further adjust as th=
e future unfolds for the company.

one final note: i am deeply sorry that each of you has had to live through =
this uncertain and troubled period for the company.  we are all saddened by=
 the recognition that we are in the midst of changes that will leave our gr=
oup fundamentally altered, but we must resolve to do our best for each othe=
r and ourselves during this period of change to ensure that what emerges, f=
or those of us who do remain a part of the new dynegy, reflects the excelle=
nce and integrity that has characterized our group.  personally, i will do =
all i can, for as long as i can, to steer the group through this to the ver=
y best place possible.  your continued dedication and support is very much =
appreciated.  hang in there and thanks.

"
2001-11-16 14:15:59-08:00,john.j.stauffacher,re: puct merger filing,"
thanks for the input.  attached is the current version of the data to
support the puct filing.  i have had a couple conversations with richard
greffe of puct staff regarding the requirements of 25.401 and plan to walk
him thru the backup workpapers by the end of the month to get any
suggestions.  i did mention to chairman yzaguirre at a meeting earlier this
week that we might be bringing a filing to the commission but that it was
just at the notice threshold--will  mention, as well,  to the other two
commissioners in meetings next week.  while we could possibly play with the
numbers and/or timing of the filing to get below the 1% threshold, my
inclination is to make a simple informational filing out of an abundance of
caution and to create good will.


(see attached file: dynegy enron ercot generation market share.doc)"
2001-11-16 16:07:57-08:00,d..steffes,ees / ena government affairs staffing & outside services,"rick --

here is the information on staffing and outside services.  call if you need anything else.

jim

 "
2001-11-16 16:07:57-08:00,d..steffes,ees / ena government affairs staffing & outside services,"rick --

here is the information on staffing and outside services.  call if you need anything else.

jim

 "
2001-11-19 03:00:30-08:00,enron_update,<<concur expense document>> - rs111501,"the payment status has changed on the following report:

status last changed by:  system
expense report name: rs111501
report total: $1,352.62
amount due employee: $1,352.62
amount approved: $1,352.62
amount paid: $0.00
approval status: approved
payment status: processed


to review this expense report, click on the following link for concur expense.
http://expensexms.enron.com"
2001-11-19 04:12:18-08:00,paul.dawson,"fw: various media cuttings, enron mentions","fyi - goes to the issue of eu clearances
-----original message-----
from: enronmediacuttings@enron.com [mailto:enronmediacuttings@enron.com]
sent: 19 november 2001 11:45
to: dawson, paul
subject: various media cuttings, enron mentions


please click on the link below to view the following articles:- 1. platts european power daily, ""dynegy, enron may need eu green light""; 2. platts european natural gas, ""enron, dynegy may need eu approval""; 3. argus european natural gas, ""bg sees storage sale completion this month""; 4. wall st.journal, ""what enron did right""; 5. ft, ""fears raised on enron deal""; 6. ft, ""dynegy bid faces long wait""; 7. ft, ""westlb interested in wessex water""; 8. mail on sunday, ""centrica sets its sights on wessex water""; 9. sunday telegraph, ""westlb makes a grab for ?1bn wessex water""; 10. independant on sunday, ""wessex water 'to be sold'""; 11. investors chronicle, ""enron relief at dynegy offer""; 12. economist, ""see you in court""; 

19-nov-2001 various various 108660 <http://livelinkeu.corp.enron.com/livelink/livelink.exe?func=doc.fetch&nodeid=2459363>"
2001-11-19 06:11:43-08:00,postmaster,delivery status notification (relay),"this is an automatically generated delivery status notification.

your message has been successfully relayed to the following recipients, but the requested delivery status notifications may not be generated by the destination.

       clark.smith@elpaso.com




--------- inline attachment follows ---------

from:  </o=enron/ou=na/cn=recipients/cn=rshapiro>
to: smith, clark <clark.smith@elpaso.com>
date: monday, november 19, 2001 2:11:40 gmt
subject: 

clark:   in a change of plans, i will be in the office through wednesday
if any of those days  were to work. otherwise, i'll look forward to
hearing from you next week to arrange a continuation of our discussions.
thanks and have a great holiday if we don't hook up before then.    rick

-----original message-----
from: smith, clark [mailto:clark.smith@elpaso.com]
sent: thursday, november 08, 2001 5:29 pm
to: shapiro, richard
subject: re: 


thanks for coming in. i asked ann to set up further interviews with
ralph
eads, norma dunn and byron kelley.  i will call you after those
interviews
are completed.

-----original message-----
from: shapiro, richard [mailto:richard.shapiro@enron.com]
sent: thursday, november 08, 2001 5:10 pm
to: smith, clark
subject: 


thanks again for taking the time to meet with me today. i enjoyed our
visit and remain very interested in the opportunity at el paso. i
believe i can make a difference and build a merchant regulatory function
that will add value and be respected in the industry. feel free to call
steve kean at 713-853-1586. i'd also be happy to give you some
additional names. thanks again.


**********************************************************************
this e-mail is the property of enron corp. and/or its relevant affiliate
and
may contain confidential and privileged material for the sole use of the
intended recipient (s). any review, use, distribution or disclosure by
others is strictly prohibited. if you are not the intended recipient (or
authorized to receive for the recipient), please contact the sender or
reply
to enron corp. at enron.messaging.administration@enron.com and delete
all
copies of the message. this e-mail (and any attachments hereto) are not
intended to be an offer (or an acceptance) and do not create or evidence
a
binding and enforceable contract between enron corp. (or any of its
affiliates) and the intended recipient or any other party, and may not
be
relied on by anyone as the basis of a contract by estoppel or otherwise.
thank you. 
**********************************************************************


******************************************************************
this email and any files transmitted with it from the elpaso 
corporation are confidential and intended solely for the 
use of the individual or entity to whom they are addressed. 
if you have received this email in error please notify the 
sender.
******************************************************************"
2001-11-19 07:53:35-08:00,jeff.dasovich,couple questions,"greetings:
left you a voicemail over the weekend.  was traveling thurs/fri, but got a chance to look at your reorg memo, and listened in on the call on friday.  i've got a few questions.  you have 15-20 minutes today to discuss a bit?  greatly appreciated.

best,
jeff"
2001-11-19 07:53:35-08:00,jeff.dasovich,couple questions,"greetings:
left you a voicemail over the weekend.  was traveling thurs/fri, but got a chance to look at your reorg memo, and listened in on the call on friday.  i've got a few questions.  you have 15-20 minutes today to discuss a bit?  greatly appreciated.

best,
jeff"
2001-11-19 08:01:14-08:00,jean.dressler,re: letter,"thank you, rick.  i asked you by e-mail instead of calling you since i know how very busy your schedule is at this time.

jean

-----original message-----
from: shapiro, richard 
sent: friday, november 16, 2001 4:20 pm
to: dressler, jean
subject: re: letter


will do next week.
--------------------------
rick s.


-----original message-----
from: dressler, jean <jean.r.dressler@enron.com>
to: shapiro, richard <richard.shapiro@enron.com>
sent: fri nov 16 15:40:45 2001
subject: letter

hi rick:

during our conversation, you offered to write a letter of recommendation.  i would like to ask if you could please do that for me.  it would be very much appreciated.

thank you.

jean dressler"
2001-11-19 08:14:16-08:00,jeff.dasovich,re: couple questions,"thanks.  i'm on the california 8:30 (pst) call till about 9:30.

best,
jeff

-----original message-----
from: shapiro, richard 
sent: monday, november 19, 2001 10:10 am
to: dasovich, jeff
subject: re: couple questions


will call later
--------------------------
rick s.


-----original message-----
from: dasovich, jeff <jeff.dasovich@enron.com>
to: shapiro, richard <richard.shapiro@enron.com>
sent: mon nov 19 09:53:35 2001
subject: couple questions

greetings:
left you a voicemail over the weekend.  was traveling thurs/fri, but got a chance to look at your reorg memo, and listened in on the call on friday.  i've got a few questions.  you have 15-20 minutes today to discuss a bit?  greatly appreciated.

best,
jeff"
2001-11-19 08:14:16-08:00,jeff.dasovich,re: couple questions,"thanks.  i'm on the california 8:30 (pst) call till about 9:30.

best,
jeff

-----original message-----
from: shapiro, richard 
sent: monday, november 19, 2001 10:10 am
to: dasovich, jeff
subject: re: couple questions


will call later
--------------------------
rick s.


-----original message-----
from: dasovich, jeff <jeff.dasovich@enron.com>
to: shapiro, richard <richard.shapiro@enron.com>
sent: mon nov 19 09:53:35 2001
subject: couple questions

greetings:
left you a voicemail over the weekend.  was traveling thurs/fri, but got a chance to look at your reorg memo, and listened in on the call on friday.  i've got a few questions.  you have 15-20 minutes today to discuss a bit?  greatly appreciated.

best,
jeff"
2001-11-19 08:16:07-08:00,itrezzo.agent,welcome to the itrezzoagent service,"welcome, your first request is currently being processed.
you are free to evaluate this service for the next 21 days."
2001-11-19 09:36:31-08:00,jpfeffer,re: : data request,"wierd.....i just got a ""message undeliverable"" note from our email system and yet you got it...you will probably get a duplicate from adam who i asked to forward you another copy....


****************************************************
this e-mail and any attachments thereto, is intended only for use by the addressee(s) named herein and may contain legally privileged and/or confidential information. if you are not the intended recipient of this e-mail, you are hereby notified any dissemination, distribution or copying of this email, and any attachments thereto, is strictly prohibited. if you receive this email in error please immediately notify me at (212) 735-3000 and permanently delete the original copy and any copy of any e-mail, and any printout thereof.

further information about the firm, a list of the partners and their professional qualifications will be provided upon request.
****************************************************
"
2001-11-19 10:28:31-08:00,linda.robertson,dingell,http://cbs.marketwatch.com/tools/quotes/newsarticle.asp?siteid=mktw&sid=1803&guid=%7bd30031de%2dd722%2d47ce%2d9df5%2dde78eda9c21d%7d
2001-11-19 13:02:37-08:00,jeff.dasovich,,"sorry.  was covering a meeting up the street.  got your message.  i'm back.  you know there are rumors flying around about you in london?

best,
jeff"
2001-11-19 13:02:37-08:00,jeff.dasovich,,"sorry.  was covering a meeting up the street.  got your message.  i'm back.  you know there are rumors flying around about you in london?

best,
jeff"
2001-11-19 13:33:08-08:00,enron_update,<<concur expense document>> - hk111901,"the following expense report is ready for approval:

employee name: harry j. kingerski mr
status last changed by:  automated administrator
expense report name: hk111901
report total: $310.64
amount due employee: $310.64


to approve this expense report, click on the following link for concur expense.
http://expensexms.enron.com"
2001-11-19 13:47:19-08:00,sue.nord,fw: ferc's november 20 agenda,"
do you have the dial-in number to listen to the ferc meeting?

 -----original message-----
from: 	novosel, sarah  
sent:	friday, november 16, 2001 2:43 pm
to:	presto, kevin m.; davis, mark dana; broderick, paul j.; herndon, rogers; will, lloyd; belden, tim; shapiro, richard; steffes, james d.; nicolay, christi l.; robertson, linda; nord, sue; shelk, john; fromer, howard; allegretti, daniel; hoatson, tom; alvarez, ray; mara, susan; comnes, alan; may, tom; letzerich, palmer; lindberg, susan
subject:	ferc's november 20 agenda

the following proceedings that we've been following for some time are on ferc's agenda for tuesday, november 20.  

aep's three year update of its market based rates

as you may recall, in august, 2000, aep filed its triennial market based rates review with ferc.  on september 21, 2000 and again on october 20, 2000, epmi protested that filing, arguing that aep has market power in transmission so it should not be permitted to continue charging market based rates for wholesale power sales.  now, 15 months later, ferc is planning to act on the filing.

""investigation of terms and conditions of public utility market-based rate authorizations""

this proceeding may be linked to the aep proceeding, although the two are listed separately on ferc's agenda.  while we are not certain what ferc intends to do in this docket, they could be opening up a new investigation into all market based rate authorizations, including non-utility generators and power marketers.  we will monitor this closely and let you know about the proceeding as soon as we learn about it on tuesday.

bangor hydro vs. iso ne

bangor hydro filed a complaint against iso ne on june 15, 2001 arguing that, due to a design flaw in the electronic dispatch, the iso should reset the energy clearing prices that were impacted by this design flaw from december 9, 2001 through the end of march.  the iso opposes bangor's complaint, stating that it cannot reset prices pursuant to market rule 15 unless there was a specific, identifiable error and the iso posted notice of the error within a certain time period after the error is detected.

new york iso extension of automated mitigation procedures

the nyiso filed to extend its amp until october 31, 2002.  many parties oppose the extension, others support it.

new england iso icap proceeding

the commission issued an order on august 28 regarding the icap deficiency charge.  several parties sought rehearing.  the proceeding on the agenda may be the commission's order on those rehearing requests.

coned's in city mitigation

coned filed to extend the in-city mitigation procedures through october 31, 2002.  several parties protested, others support it.

maine puc v. iso ne; ui v. iso ne; bangor hydro v. iso ne

several entities (maine puc, ui, and bangor hydro) filed complaints against iso ne in august, 2000 arguing that the iso should restate the $6,000 energy clearing price that occurred on may 8, 2000.  18 months later, it looks like ferc may be ready to act on these complaints.

hq energy v. nyiso

hq filed a compliant against the nyiso on december 12, 2000 arguing that the iso erroneously restated the energy market clearing price for may 8, 2000.  the commission may be ready to act on this complaint as well.

because the new england complaints and hq complaint all relate to the high energy prices that occurred on may 8, 2000, and whether the isos should have restated those prices, it is likely that the commission will rule the same way in each of the proceedings (either that the iso should have reset the prices or shouldn't have).

reliant and mirant v. caiso

on october 18, 2001, reliant and mirant filed a complaint against the iso arguing that the iso is giving preferential treatment to the dwr and cers and is not following the oom tariff provisions.  epmi submitted comments in support of the complaint.  the case is on the commission's agenda for tuesday.





"
2001-11-19 13:58:39-08:00,9069761,,"reply message: 
reply from 9069761 is where are you? to text message

original message: 
richard.shapiro@enron.com||can you and i meet in 10 minutes?
--------------------------
rick s.



**********************************************************************
this e-mail is the property of enron corp. and/or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient (s). any review, use, distribution or disclosure by others is strictly prohibited. if you are not the intended recipient (or authorized to receive for the recipient), please contact the sender or reply to enron corp. at enron.messaging.administration@enron.com and delete all copies of the message. this e-mail (and any attachments hereto) are not intended to be an offer (or an acceptance) and do not create or evidence a binding and enforceable contract between enron corp. (or any of its affiliates) and the intended recipient or any other party, and may not be relied on by anyone as the basis of a contract by estoppel or otherwise. thank you. 
**********************************************************************

"
2001-11-19 14:36:24-08:00,maggy.huson,re: lunch,"11:30 it is!

 -----original message-----
from: 	shapiro, richard  
sent:	monday, november 19, 2001 4:36 pm
to:	huson, maggy
subject:	re: lunch

sounds good. 11:30?

 -----original message-----
from: 	huson, maggy  
sent:	monday, november 19, 2001 3:44 pm
to:	shapiro, richard
subject:	lunch

hi rick:

sorry to miss lunch with you today, but if your schedule is open for lunch tomorrow, i don't have any commitments.

thanks,
maggy"
2001-11-19 15:09:14-08:00,michael.grimes,fw: translation - nikkei business,"rick - 

	fairly balanced reporting by the nikkei, fyi.

mike

 -----original message-----
from: 	fitzgibbon, tom  
sent:	friday, november 16, 2001 5:08 pm
to:	grimes, michael; o'day, nicholas; imai, makiko; anai, rousseau; watanabe, mika; pettersen, morten e.; hirl, joseph; niesler, stefan; higaki, akiko; fitzgibbon, tom; skean; palmer, mark a. (pr); meyer, vance; denne, karen; schmidt, ann m.; gentle, jackie; thirsk, jeremy; nath, tani; crowther, mark; mcbride, jane; hughes, llewelyn; kamihaba, kenji
subject:	translation - nikkei business

please find attached translation of a short article from nikkei business, dated november 19.

 "
2001-11-19 17:07:19-08:00,jim.fallon,fw: global regulatory affairs,"

 -----original message-----
from: 	hughes, james a.  
sent:	monday, november 19, 2001 11:33 am
to:	fallon, jim
subject:	re: global regulatory affairs

i need the names of the south american folks in order to respond.

jim

 -----original message-----
from: 	fallon, jim  
sent:	sunday, november 18, 2001 12:11 pm
to:	hirl, joseph; scrimshaw, matthew; hughes, james a.
subject:	global regulatory affairs



i am trying to understand the global regulatory affairs requirements and resources.  let me know if what i have below is accurate and feel free to expand on its content - as well as indicate if you are going to make changes to those resources.
regards,
jim

europe
approximate headcount of 12
9 professionals
3 support
2002 plan budget $2.7mm

japan
approximately 5 professionals

south america
approximately 8 professionals
primarily supporting egas asset sales"
2001-11-19 22:19:28-08:00,enron_update,<<concur expense document>> - rs111501,"the payment status has changed on the following report:

status last changed by:  system
expense report name: rs111501
report total: $1,352.62
amount due employee: $1,352.62
amount approved: $1,352.62
amount paid: $1,352.62
approval status: approved
payment status: paid


to review this expense report, click on the following link for concur expense.
http://expensexms.enron.com"
2001-11-20 04:39:07-08:00,melinda.pharms,thank you,"hello rick.  i didn't get a chance to tell you in person - thank you.  it meant alot to me and i'm sure everyone else on how you handled enron's ""issues"" and the sept. 11th event.  i think this showed to me your true compassion and explains the loyalty that your employees have for you.  

when i grow up, i want to be just like you.  :-)  

again, thanks and it was very much appreciated.

melinda"
2001-11-20 05:23:02-08:00,d..steffes,re: govt affairs org chart," 

 

 << file: ena ees govt affairs 11.17.01.ppt >> 
"
2001-11-20 05:23:02-08:00,d..steffes,re: govt affairs org chart," 

 

 -----original message-----
from: 	shapiro, richard  
sent:	monday, november 19, 2001 7:18 pm
to:	steffes, james d.
subject:	re: govt affairs org chart
importance:	high


can you  forward  both org. charts to me together?
 -----original message-----
from: 	steffes, james d.  
sent:	monday, november 19, 2001 6:12 pm
to:	dietrich, janet
cc:	shapiro, richard
subject:	govt affairs org chart

janet --

here is the org chart that captures our discussions.  i think that this org and the # of people is the lowest level that can even try to meet the combined needs of ena and ees.

total headcount = 21.  the personnel cost = $6.4 mm (total for ena and ees).    

please let me know if you have any questions.

jim

 << file: ena ees govt affairs 11.17.01.ppt >> 
"
2001-11-20 06:01:52-08:00,jim.fallon,fw: global regulatory affairs,"did we send him the names?

 -----original message-----
from: 	hughes, james a.  
sent:	monday, november 19, 2001 11:33 am
to:	fallon, jim
subject:	re: global regulatory affairs

i need the names of the south american folks in order to respond.

jim

 -----original message-----
from: 	fallon, jim  
sent:	sunday, november 18, 2001 12:11 pm
to:	hirl, joseph; scrimshaw, matthew; hughes, james a.
subject:	global regulatory affairs



i am trying to understand the global regulatory affairs requirements and resources.  let me know if what i have below is accurate and feel free to expand on its content - as well as indicate if you are going to make changes to those resources.
regards,
jim

europe
approximate headcount of 12
9 professionals
3 support
2002 plan budget $2.7mm

japan
approximately 5 professionals

south america
approximately 8 professionals
primarily supporting egas asset sales"
2001-11-20 06:06:54-08:00,lara.leibman,"re: updated: dinner at mark's  --  rick, janel and lara","i'm glad.

-----original appointment-----
from: shapiro, richard 
sent: tuesday, november 20, 2001 8:07 am
to: leibman, lara
subject: accepted: updated: dinner at mark's -- rick, janel and lara
when: tuesday, december 04, 2001 7:00 pm-7:00 pm (gmt-06:00) central time (us & canada).
where: 

"
2001-11-20 06:49:09-08:00,linda.robertson,dingell,http://www.house.gov/commerce_democrats/press/107ltr101.htm
2001-11-20 07:04:30-08:00,michael.grimes,fw: email from enron houston,"rick,
 
    here's the message (?) from joe, fyi.
 
mike
-----original message-----
from: hirl, joseph 
sent: tuesday, november 20, 2001 1:45 pm
to: dl-tok enron japan
subject: email from enron houston


everyone here recently received an email from the office of the chairman indicating that reductions in businesses will happen from next week.  our situation here in japan is precisely how nick and i outlined during our floor meeting monday morning.  this was further confirmed in a conversation i had with mike mcconnell this morning.  as discussed, we are currently looking for outside investors to support enron's businesses in japan.  we will keep you abreast of our progress.
 
joe"
2001-11-20 07:50:51-08:00,janel.guerrero,out of office autoreply: american thanksgiving,"i will be out of the office november 20 - november 26.  if you have an urgent matter that needs immediate attention, please contact my assistant, linda noske, at 713-853-6082.  "
2001-11-20 08:00:21-08:00,d..steffes,fw: american thanksgiving,"thanks.

 -----original message-----
from: =09dernehl, ginger   on behalf of shapiro, richard
sent:=09tuesday, november 20, 2001 9:50 am
to:=09alamo, joseph; allegretti, daniel; allen, joe; alvarez, ray; assad, s=
ergio; assaf, lisa; ausenhus, kara; barnes, lynnette; bellas, kirsten; best=
ard, jose; binns, darran; bolton, scott; boston, roy; braz, gisele; buerger=
, rubena; burns, stephen; canovas, guillermo; cantrell, rebecca w.; comnes,=
 alan; connor, joe; cooney, carolyn; cooper, adam n; crowther, mark; dasovi=
ch, jeff; davies, philip; dawson, paul; decker, larry; dernehl, ginger; dre=
ssler, jean; elms, nick; fitzgibbon, tom; floris, vinio; frank, robert; fro=
mer, howard; fulton, donna; gottfredson, bryan; grimes, michael; guerrero, =
janel; haizmann, jan; hamilton, allison; hardy jr, john; hartfield, rita; h=
awkins, bernadette; hemstock, robert; hennemeyer, paul; hetrick, nancy; hoa=
tson, tom; huertas, alfredo; hueter, barbara a.; hughes, llewelyn; hunter, =
bevin; huson, maggy; ibrahim, amr; imai, makiko; kaufman, paul; kean, steve=
n j.; keenan, amber; keene, patrick; kimura, takashi; kingerski, harry; kis=
higami, kikumi; knight, laurie; landwehr, susan m.; lassere, donald; lawner=
, leslie; lawrence, linda l.; leibman, lara; leonardo, samuel; levy, albert=
o; lindberg, susan; linnell, elizabeth; long, chris; mara, susan; maurer, l=
uiz; mcvicker, maureen; migden, janine; milano, pamela; miller, terri; mont=
ovano, steve; nersesian, carin; neustaedter, robert; nicolay, christi l.; n=
ord, sue; noske, linda j.; novosel, sarah; o'connell, earlene; ogenyi, glor=
ia; palmer, germain; perez, carmen; perez, gus; perrino, dave; petrochko, m=
ona l.; pharms, melinda; reis, jose lucio; reyna, margo; rishe, frank; rizz=
o, helen; roan, michael; robertson, linda; robinson, marchris; rodriquez, a=
ndy; ryall, jean; sampaio, fred; shapiro, richard; shelk, john; shortridge,=
 pat; staines, dan; steffes, james d.; stephens, sharonda; stransky, joan; =
stroup, kerry; stubbings, randy; styles, peter; sullivan, kathleen; sulliva=
n, lora; thome, jennifer; tiberi, fino; twiggs, thane; van biert, teun; wal=
ton, steve; warner, geriann; watanabe, mika; wood, doug; yeung, charles; yo=
ho, lisa
subject:=09american thanksgiving
importance:=09high



a few months ago, i sent a note to the north american government affairs gr=
oup commemorating a bit of an end point in our efforts relative to californ=
ia.  in that memo, i included a quote that went as follows ? ""what we do in=
 life echoes through eternity"".  i think of these words often and believe t=
hem more than ever, particularly after the events, both external and intern=
al to enron, of the last few months.  i do not know for sure what the next =
few weeks or months will bring for any of us, but i do know that what we've=
 done here at enron in government affairs over the last several years, whet=
her in houston, washington, london, brussels, sao paulo, etc. was very good=
 and will be remembered for the positive difference that we have all made i=
n the industries in which we have worked and for each other.  we even had a=
 good time doing it.  the good work we do will go on for many, if not, all =
of us . . . for some, here; for others, elsewhere. =20

regardless of what the future holds, we should all be quite proud of what w=
e have accomplished here and how it has been accomplished.  my personal app=
reciation for all that you have done as well as at having had the opportuni=
ty to be part of a group that, unfortunately, will be inalterably impacted =
and changed over the next few weeks, is boundless.  irrespective of where t=
hese changes may take any one of us, i will continue to do all i can to ear=
n your trust and respect. =20

on a more holiday-related note, for those in the u.s., who are working this=
 week, please feel free to leave as early as possible on wednesday in advan=
ce of thanksgiving to spend time with your families or loved ones.  for tho=
se not celebrating the american thanksgiving, you too should try and take s=
ome additional time for yourself and families over the next few days, work =
and business demands permitting.

thank you.


ginger dernehl
administrative coordinator
global government affairs
phone# 713-853-7751
fax# 713-646-8160"
